"","Transect","DateTimeUTC","Year","Day","Month","Latitude","Longitude","CP","CN","NP","POCavg","PONavg","POPavg","SurfNO3","SurfPO4","SST","PAR_MODIS","CHLOR_a_MODIS","frac_dia_NOBM","frac_coc_NOBM","frac_cya_NOBM","frac_chloro_NOBM","PO4_WOA","NO3_WOA","SiOH4_WOA","PO4_fill","NO3_fill","Nutcline_WOA_1um","PO4_GLODAP","NO3_GLODAP","Nutcline_GLODAP_1um","MLD_Holte17","SPP_Rich_Righetti19","FeT_CESM","sp_Nutlim_CESM2","PAR_surfmean_umols","MLPAR","Nstar_0","Nstar_0_WOA","Nstar_200_WOA","Nstar_200_GLODAP","frac_euk_NOBM","absLatitude","logCP","logCN","logNP","logPO4_fill","logNO3_fill","logPO4_WOA","logNO3_WOA","logPO4_GLODAP","logNO3_GLODAP","logMLD","logCHLOR_a","logFeT","logMLPAR","region","area_weights"
"11","I9N",2016-03-24 01:30:00,2016,23,3,-29.33483333,100.7626333,166.781197455954,8.34964011223619,19.9746570168384,2.2814,0.273233333333333,0.013679,NA,NA,20.985,37.346,0.0487464368343353,0.08639488,0.2097136,0.7013564,0.0025351478,0.0937575726024806,0.0431710784956813,2.08329774463177,0.104241586346179,0.1,131,0.104241586346179,0.0845871284548193,132,47.7565906564488,196.05,0.0980957752716449,"Fe-lim",432.24537037037,216.751089669349,-1.58327825308405,-1.48689211771265,-3.22504930436611,-2.98515952277183,0.2122487478,29.33483333,5.11668275848649,2.12221843760292,2.99446432088357,-2.26104412807164,-2.30258509299405,-2.36704284296723,-3.14258448720002,-2.26104412807164,-2.46997316986945,3.8661170816211,-3.02112317478726,-2.32181097886676,5.37874964295758,"Subtropical",0.871771588143678
"12","I9N",2016-03-24 05:30:00,2016,23,3,-29.17783333,99.87768333,187.403258220379,7.83295603479089,23.9249725631049,2.1914,0.279766666666667,0.0116935,NA,NA,21.228,38.128,0.0460706986486912,0.05969827,0.17822275,0.76101565,0.0010633527,0.0937232922613621,0.0341675617732108,1.69008423310518,0.109433601371944,0.1,130,0.109433601371944,0.0968824166506529,133,38.0368439374429,196.23334,0.091228266094312,"Fe-lim",441.296296296296,253.612958490897,-1.65405520530045,-1.53202283561043,-3.1791685141325,-2.98104936254024,0.1792861027,29.17783333,5.2332627561013,2.05833996555062,3.17492279055069,-2.21243729381328,-2.30258509299405,-2.36740853726383,-3.37647857117464,-2.21243729381328,-2.33425723526463,3.63855526729105,-3.07757813521135,-2.39439049467721,5.53580931940783,"Subtropical",0.873110755752914
"13","I9N",2016-03-24 09:30:00,2016,24,3,-28.99425,98.82815,145.831880013952,8.41768623199631,17.3244613774784,1.81176666666667,0.215233333333333,0.0124236666666667,NA,NA,21.8008,39.337997,0.038738273,0.05969827,0.17822275,0.76101565,0.0010633527,0.0944313938878477,0.0373087699580938,1.41693762016296,0.114781438905746,0.110059155896306,129,0.114781438905746,0.110059155896306,131,45.3585050708527,197.05,0.086106128631247,"Fe-lim",455.300891203704,248.359788101473,-1.72644386659563,-1.55749776236527,-3.1324985203743,-2.9486558675766,0.1792861027,28.99425,4.98245445146128,2.13033499619164,2.85211945526965,-2.16472549017432,-2.20673727686652,-2.35988169874602,-3.28852686044869,-2.16472549017432,-2.20673727686652,3.81459770188462,-3.25092720124323,-2.45217468969551,5.51487845330529,"Subtropical",0.874668356498668
"14","I9N",2016-03-24 13:15:00,2016,24,3,-28.85980667,98.06016667,137.840327314011,8.70390910320573,15.8366000471263,2.14493333333333,0.246433333333333,0.015561,NA,NA,22.6951,40.556,0.041629046,0.041707627,0.1526849,0.8049264,0.0006810951,0.0943157368563116,0.0373497063796967,1.29009971684217,0.120072320643812,0.120698699545115,128,0.120072320643812,0.120698699545115,126,37.4285626368256,196.18333,0.0809839838926685,"Fe-lim",469.398148148148,277.610037992828,-1.80045843075588,-1.56659533057362,-3.02519370961189,-2.92352348470688,0.1533659951,28.85980667,4.92609596681067,2.1637722469531,2.76232371985757,-2.11966104570218,-2.1144579252108,-2.36110722249895,-3.28743022875425,-2.11966104570218,-2.1144579252108,3.62243411981178,-3.17895713420406,-2.51350387358094,5.62621738789542,"Subtropical",0.87580333702491
"15","I9N",2016-03-24 17:00:00,2016,24,3,-28.7014,97.17873333,190.862239841427,9.19382558879693,20.7598282127519,1.9258,0.209466666666667,0.01009,NA,NA,22.764,42.932,0.031611882,0.031979535,0.14268984,0.82449305,0.00083761784,0.0966872097887099,0.0394921093862504,1.26506723624468,0.124667560551316,0.119909964185208,128,0.124667560551316,0.119909964185208,121,19.3917597207654,202.08333,0.0758618391540899,"Fe-lim",496.898148148148,384.826025188254,-1.87477100463584,-1.61383407572284,-2.90659017169476,-2.92114683651924,0.14352745784,28.7014,5.25155191044067,2.21853212709283,3.03301978334784,-2.0821046000637,-2.12101411627145,-2.33627415219223,-3.23165438940363,-2.0821046000637,-2.12101411627145,2.96484821917304,-3.45422221640609,-2.57884149895924,5.95279134953015,"Subtropical",0.877134429370094
"16","I9N",2016-03-24 21:00:00,2016,24,3,-28.538475,96.26343333,165.193466678312,8.55533775633292,19.3088188196932,1.8913,0.221066666666667,0.011449,NA,NA,23.183,39.227997,0.040067777,0.030365953,0.13190562,0.8359671,0.0017613851,0.102189040426165,0.0467235362771899,1.33218324369192,0.129436403047293,0.115407637156546,128,0.129436403047293,0.115407637156546,118,39.5652504132025,203.9,0.0727222125216365,"Fe-lim",454.027743055556,263.540263127432,-1.95557481160015,-1.70635192280263,-2.7756002175808,-2.9280591455698,0.1336670051,28.538475,5.10711731235273,2.14655538714143,2.9605619252113,-2.04456561462966,-2.15928474723184,-2.28093084349737,-3.06350725246207,-2.04456561462966,-2.15928474723184,3.6779512182008,-3.21718283378669,-2.62110840436073,5.57420615755112,"Subtropical",0.878496495072315
"17","I9N",2016-03-25 04:30:00,2016,24,3,-28.313,94.99976667,148.366495415969,8.56761186690707,17.3171354772785,1.74236666666667,0.203366666666667,0.0117436666666667,0,0.07,22.815,43.678,0.037797824,0.035793867,0.12252522,0.8316678,0.010013128,0.100544530559331,0.0806796873472631,1.67458863347769,0.07,0.109891044065356,136,0.123058562502265,0.109891044065356,125,47.7593124556539,203.66667,0.080709820727165,"Fe-lim",505.532407407407,269.714534345882,-1.01010895593464,-1.63650805969164,-2.63168696415424,-2.8353153963089,0.132538348,28.313,4.99968553311333,2.14798903180506,2.85169650130827,-2.65926003693278,-2.2082659125642,-2.29715455947586,-2.51726844112348,-2.09509491901329,-2.2082659125642,3.86617407316108,-3.27550374415115,-2.51689501684563,5.59736411948295,"Subtropical",0.880369763643941
"18","I9N",2016-03-25 11:00:00,2016,25,3,-27.71131667,95.00041667,161.495063469675,8.59801885285189,18.7828226750292,1.79383333333333,0.208633333333333,0.0111076666666667,0,0.07,22.297,41.628,0.030563945,0.031235509,0.112552226,0.85069025,0.005522015,0.100544530559331,0.0806796873472631,1.67458863347769,0.07,0.109891044065356,136,0.123058562502265,0.109891044065356,125,47.7593124556539,203.66667,0.080709820727165,"Fe-lim",481.805555555556,269.751033231242,-1.01010895593464,-1.63650805969164,-2.63168696415424,-2.8353153963089,0.118074241,27.71131667,5.0844745754443,2.1515318107737,2.9329427646706,-2.65926003693278,-2.2082659125642,-2.29715455947586,-2.51726844112348,-2.09509491901329,-2.2082659125642,3.86617407316108,-3.48793423270112,-2.51689501684563,5.59749943445989,"Subtropical",0.885301796067202
"19","I9N",2016-03-25 15:00:00,2016,25,3,-27.32501333,94.999925,160.994682514857,7.87123413365958,20.4535502033156,1.71566666666667,0.217966666666667,0.0106566666666667,0,0.065,23.835,40.837997,0.033495907,0.024087492,0.099934086,0.8714049,0.0045734984,0.0942295131348073,0.0984689326174557,1.79732443714142,0.065,0.120060021143407,146,0.115510620664805,0.120060021143407,133,40.0840395009652,205.65,0.0921522411116982,"N-lim",472.662002314815,282.751728180725,-0.919939978856593,-1.51445231357217,-2.63201622641087,-2.84691089916229,0.1045075844,27.32501333,5.081371336581,2.06321486508552,3.01815647149548,-2.7333680090865,-2.11976348505145,-2.36202184355165,-2.31801418545361,-2.15839279943994,-2.11976348505145,3.69097823765027,-3.39633202672007,-2.38431327490487,5.64456922702256,"Subtropical",0.888416917654111
"20","I9N",2016-03-25 16:45:00,2016,25,3,-27.10752667,94.999515,175.899738836869,8.78184131022423,20.029938212625,1.84096666666667,0.209633333333333,0.010466,0,0.06,23.959,45.856,0.034593273,0.024087492,0.099934086,0.8714049,0.0045734984,0.0942295131348073,0.0984689326174557,1.79732443714142,0.06,0.120060021143407,146,0.115510620664805,0.120060021143407,133,40.0840395009652,205.65,0.0921522411116982,"N-lim",530.740740740741,315.467155070734,-0.839939978856593,-1.51445231357217,-2.63201622641087,-2.84691089916229,0.1045075844,27.10752667,5.16991416701739,2.17268610208606,2.99722806493133,-2.81341071676004,-2.11976348505145,-2.36202184355165,-2.31801418545361,-2.15839279943994,-2.11976348505145,3.69097823765027,-3.36409603778618,-2.38431327490487,5.75405457219035,"Subtropical",0.890152954194538
"21","I9N",2016-03-25 23:25:00,2016,25,3,-26.51743667,94.99948833,150.590938936309,7.45082693443592,20.2113054378319,1.6819,0.225733333333333,0.0111686666666667,0,0.09,24.062,44.706,0.0346725,0.015353068,0.09170225,0.8913717,0.0015730028,0.0942295131348073,0.0984689326174557,1.79732443714142,0.09,0.120060021143407,146,0.115510620664805,0.120060021143407,133,40.0840395009652,205.65,0.0921522411116982,"N-lim",517.430555555556,307.415080820054,-1.31993997885659,-1.51445231357217,-2.63201622641087,-2.84691089916229,0.0932752528,26.51743667,5.01456714713015,2.00832502414252,3.00624212298764,-2.40794560865187,-2.11976348505145,-2.36202184355165,-2.31801418545361,-2.15839279943994,-2.11976348505145,3.69097823765027,-3.36180841343378,-2.38431327490487,5.72819888917261,"Subtropical",0.894798529985241
"22","I9N",2016-03-26 05:00:00,2016,26,3,-25.99,94.99983333,170.741586036194,7.43817392522055,22.9547719309524,1.77053333333333,0.238033333333333,0.0103696666666667,0,0.08,24.308,46.559998,0.033031527,0.008050454,0.07293758,0.91832924,0.00068275345,0.0916933785416186,0.0992390075437724,1.85459262084961,0.08,0.108775763839483,153,0.112907215386629,0.108775763839483,140,40.2588139205531,208.2,0.103537079322535,"N-lim",538.888865740741,322.611228210762,-1.17122423616052,-1.47404688231647,-2.60789141535759,-2.89759090662003,0.07362033345,25.99,5.1401512207284,2.00662537856111,3.13352584216729,-2.52572864430826,-2.21846672820301,-2.38930511016087,-2.31022412077512,-2.18118890033252,-2.21846672820301,3.69532895928471,-3.41029280994868,-2.26782547611046,5.77644797045046,"Subtropical",0.898870542807935
"23","I9N",2016-03-26 09:00:00,2016,26,3,-25.9047,95.00018333,175.783303011926,8.16270337922402,21.5349369988546,1.7392,0.213066666666667,0.009894,0,0.07,24.714,43.628,0.033031527,0.00982183,0.082023166,0.9074267,0.0007283275,0.0916933785416186,0.0992390075437724,1.85459262084961,0.07,0.108775763839483,153,0.112907215386629,0.108775763839483,140,40.2588139205531,208.2,0.103537079322535,"N-lim",504.953703703704,302.295602855893,-1.01122423616052,-1.47404688231647,-2.60789141535759,-2.89759090662003,0.0827514935,25.9047,5.16925200356143,2.09957541058299,3.06967659297844,-2.65926003693278,-2.21846672820301,-2.38930511016087,-2.31022412077512,-2.18118890033252,-2.21846672820301,3.69532895928471,-3.41029280994868,-2.26782547611046,5.7114053560491,"Subtropical",0.899521944870546
"24","I9N",2016-03-26 11:30:00,2016,26,3,-25.631,94.99998333,159.243670886077,8.48297370195553,18.7721518987342,1.67736666666667,0.197733333333333,0.0105333333333333,0,0.06,24.671,47.128,0.03189866,0.008050454,0.07293758,0.91832924,0.00068275345,0.0916933785416186,0.0992390075437724,1.85459262084961,0.06,0.108775763839483,153,0.112907215386629,0.108775763839483,140,40.2588139205531,208.2,0.103537079322535,"N-lim",545.462962962963,328.79164131294,-0.851224236160517,-1.47404688231647,-2.60789141535759,-2.89759090662003,0.07362033345,25.631,5.07043555040394,2.13806106073303,2.93237448967091,-2.81341071676004,-2.21846672820301,-2.38930511016087,-2.31022412077512,-2.18118890033252,-2.21846672820301,3.69532895928471,-3.44519127634322,-2.26782547611046,5.79542424106126,"Subtropical",0.901598613528502
"25","I9N",2016-03-26 14:30:00,2016,26,3,-25.33494667,94.99956333,176.7305570877,8.15688146380272,21.6664368450083,1.70886666666667,0.2095,0.00966933333333333,0,0.05,24.715,43.8,0.03408013,0.008050454,0.07293758,0.91832924,0.00068275345,0.0917007903009653,0.0850441754981875,1.8713611806035,0.05,0.1,157,0.112770373903215,0.0890159065574408,149,NA,209.3,0.11469438662548,"N-lim",506.944444444444,NA,-0.710984093442559,-1.48314266819134,-2.52436017000675,-2.98635248780251,0.07362033345,25.33494667,5.17462629639331,2.0988619223755,3.07576437401781,-2.99573227355399,-2.30258509299405,-2.38922428142572,-2.46458444575181,-2.18240161711681,-2.41894019985497,NA,-3.37904076247431,-2.16548419566532,NA,"Subtropical",0.903821721223419
"26","I9N",2016-03-26 19:00:00,2016,26,3,-24.964705,95.00005,179.236474530326,7.90420056450273,22.6761040623471,1.5869,0.200766666666667,0.00885366666666667,0,0.06,24.497,45.065998,0.0382151566445827,0.0063315,0.06949266,0.92344403,0.00073178596,0.0917007903009653,0.0850441754981875,1.8713611806035,0.06,0.1,157,0.112770373903215,0.0890159065574408,149,NA,209.3,0.11469438662548,"N-lim",521.597199074074,NA,-0.870984093442559,-1.48314266819134,-2.52436017000675,-2.98635248780251,0.07022444596,24.964705,5.18870602073503,2.06739433518723,3.1213116855478,-2.81341071676004,-2.30258509299405,-2.38922428142572,-2.46458444575181,-2.18240161711681,-2.41894019985497,NA,-3.26452307126173,-2.16548419566532,NA,"Subtropical",0.906567953809201
"27","I9N",2016-03-26 23:00:00,2016,26,3,-24.73236167,94.999745,162.53069665245,7.11155096847166,22.8544655551248,1.67666666666667,0.235766666666667,0.010316,0,0.07,24.417,43.238,0.029268365,0.005179188,0.06147576,0.9326758,0.00066932326,0.0917007903009653,0.0850441754981875,1.8713611806035,0.07,0.1,157,0.112770373903215,0.0890159065574408,149,NA,209.3,0.11469438662548,"N-lim",500.439814814815,NA,-1.03098409344256,-1.48314266819134,-2.52436017000675,-2.98635248780251,0.06214508326,24.73236167,5.09086688640658,1.96172035905184,3.12914652735474,-2.65926003693278,-2.30258509299405,-2.38922428142572,-2.46458444575181,-2.18240161711681,-2.41894019985497,NA,-3.53124803908007,-2.16548419566532,NA,"Subtropical",0.908272013906996
"28","I9N",2016-03-27 02:15:00,2016,26,3,-24.46383333,94.99998333,169.742771310552,7.11570247933884,23.8546751783703,1.8081,0.2541,0.010652,0,0.07,24.171,41.631996,0.03354862,0.0050247354,0.057798486,0.9362912,0.000885542,0.0933875342197716,0.0648859533257782,1.87823611789942,0.07,0.1,161,0.111164609752595,0.0819770607352257,163,28.6238756145256,223.95,0.125851693928425,"N-lim",481.851805555556,330.237471055234,-1.03802293926477,-1.51717407037318,-2.38097940301895,-2.73007323771715,0.058684028,24.46383333,5.13428418120542,1.96230395883099,3.17198022237443,-2.65926003693278,-2.30258509299405,-2.37099740925253,-2.73512411435594,-2.1967432054409,-2.50131581798581,3.35424118126103,-3.39475954904827,-2.07265109759132,5.79981200492421,"Subtropical",0.910222855339782
"29","I9N",2016-03-27 06:30:00,2016,27,3,-24.13695,94.9999,151.989250633225,7.3287161155794,20.7388645209119,1.64016666666667,0.2238,0.0107913333333333,0,0.07,24.025,44.318,0.03185186,0.0050247354,0.057798486,0.9362912,0.000885542,0.0933875342197716,0.0648859533257782,1.87823611789942,0.07,0.1,161,0.111164609752595,0.0819770607352257,163,28.6238756145256,223.95,0.125851693928425,"N-lim",512.939814814815,354.268793138193,-1.03802293926477,-1.51717407037318,-2.38097940301895,-2.73007323771715,0.058684028,24.13695,5.02380979882728,1.99180034579311,3.03200945303417,-2.65926003693278,-2.30258509299405,-2.37099740925253,-2.73512411435594,-2.1967432054409,-2.50131581798581,3.35424118126103,-3.44665949992499,-2.07265109759132,5.87005592765962,"Subtropical",0.912570655459416
"30","I9N",2016-03-27 09:30:00,2016,27,3,-23.87966667,95,156.777888606454,7.46057265349871,21.0141896457414,1.62416666666667,0.2177,0.0103596666666667,0,0.06,24.722,47.05,0.033396505,0.004290372,0.050023574,0.94455355,0.0011325161,0.0933875342197716,0.0648859533257782,1.87823611789942,0.06,0.1,161,0.111164609752595,0.0819770607352257,163,28.6238756145256,223.95,0.125851693928425,"N-lim",544.560185185185,373.46932188548,-0.878022939264774,-1.51717407037318,-2.38097940301895,-2.73007323771715,0.0511560901,23.87966667,5.05483008143207,2.00963217447311,3.04519790695896,-2.81341071676004,-2.30258509299405,-2.37099740925253,-2.73512411435594,-2.1967432054409,-2.50131581798581,3.35424118126103,-3.39930402519327,-2.07265109759132,5.92283586434666,"Subtropical",0.914397675746766
"31","I9N",2016-03-27 12:30:00,2016,27,3,-23.55864,95.00007833,155.425402568133,8.19562157935885,18.9644435218411,1.74703333333333,0.213166666666667,0.0112403333333333,0,0.05,24.916,46.468,0.034161735,0.0035782054,0.057014342,0.9380156,0.001391933,0.0933875342197716,0.0648859533257782,1.87823611789942,0.05,0.1,161,0.111164609752595,0.0819770607352257,163,28.6238756145256,223.95,0.125851693928425,"N-lim",537.824074074074,367.593540215118,-0.718022939264774,-1.51717407037318,-2.38097940301895,-2.73007323771715,0.058406275,23.55864,5.04616589026389,2.10360005792942,2.94256583233447,-2.99573227355399,-2.30258509299405,-2.37099740925253,-2.73512411435594,-2.1967432054409,-2.50131581798581,3.35424118126103,-3.37664912095343,-2.07265109759132,5.90697781746292,"Subtropical",0.916651490008689
"32","I9N",2016-03-27 17:00:00,2016,27,3,-23.30011667,95.00006667,144.484852127915,7.23990963855421,19.9567203654724,1.60243333333333,0.221333333333333,0.0110906666666667,0,0.06,24.966,44.042,0.032741174,0.0029168115,0.04568047,0.94916683,0.0022358252,0.0955524396635592,0.0463928084615618,1.89107087302208,0.06,0.1,161,0.109036429792643,0.0807240205071867,181,39.4782183139051,229.01666,0.137389453851,"N-lim",509.74537037037,308.440275445524,-0.879275979492813,-1.55734977143817,-2.20314847326279,-2.4735304312706,0.0479162952,23.30011667,4.97317467249288,1.97960872545706,2.99356594703582,-2.81341071676004,-2.30258509299405,-2.34808007577452,-3.07061082181467,-2.21607323431036,-2.51671909610994,3.67574908471982,-3.4191218494047,-1.98493565722705,5.73152822799226,"Subtropical",0.918445575901512
