"","Transect","DateTimeUTC","Year","Day","Month","Latitude","Longitude","Cruise_Station","CP","CN","NP","POCavg","PONavg","POPavg","SurfNO3","SurfPO4","SST","Omega_P_High","Omega_P_Med","Omega_P_Low","Omega_N_High","Omega_N_Med","Omega_N_Low","Omega_Fe_High","Omega_Fe_Med","Omega_Fe_Low","Theta","PAR_MODIS","CHLOR_a_MODIS","frac_dia_NOBM","frac_coc_NOBM","frac_cya_NOBM","frac_chloro_NOBM","PO4_WOA","NO3_WOA","SiOH4_WOA","PO4_fill","NO3_fill","Nutcline_WOA_1um","PO4_GLODAP","NO3_GLODAP","Nutcline_GLODAP_1um","MLD_Holte17","SPP_Rich_Righetti19","FeT_CESM","PAR_surfmean_umols","MLPAR","sp_Nutlim_CESM2","Nstar_0","Nstar_0_WOA","Nstar_200_WOA","Nstar_200_GLODAP","frac_euk_NOBM","absLatitude","logCP","logCN","logNP","logPO4_fill","logNO3_fill","logPO4_WOA","logNO3_WOA","logPO4_GLODAP","logNO3_GLODAP","logMLD","logCHLOR_a","logFeT","logMLPAR","region","area_weights","Nutlim"
"11","AMT",2018-10-01 05:00:00,2018,1,10,33.0469,-22.1368,"12",201.747572815534,6.53459119496855,30.873786407767,2.078,0.318,0.0103,0,0.00966989,24.28,1.523907683,1.523513554,0.088176719,0.601803817,0.258108661,-0.16998712,-0.265816037,-0.621720889,0.11841662,0.186535158,26.619999,0.0665646493434906,0.014078686,0.13619262,0.84853095,0.0011977875,0.0460385362878442,0.0477859062608331,0.982028588533401,0.01,0.1,108,0.0354069279031828,0.0314184224270284,111,45.1068738148171,183.9,NA,308.101840277778,147.50830905366,"Fe-lim",-0.123299817572972,-1.07871766843647,-0.156091804504394,1.26532896065712,0.1373904075,33.0469,5.30701727642358,1.877109788879,3.42990748754459,-4.60517018598809,-2.30258509299405,-3.07827648781793,-3.0410245310607,-3.3408477745101,-3.46036085661224,3.80903464764038,-2.70958163299329,NA,4.99388450676044,"Subtropical",0.838224467611845,"P-lim"
"12","AMT",2018-10-01 14:00:00,2018,1,10,31.8574,-22.7102,"13",155.092592592593,7.28260869565217,21.2962962962963,1.675,0.23,0.0108,0,0,24.29,2.007172907,1.580709351,0.319762902,1.132226679,0.312827196,-0.1920972,-0.265816037,-0.688957174,0.131177841,0.13437261,27.821999,0.0621537752449512,0.012334348,0.13277397,0.85134137,0.003550318,0.0511152021512389,0.0382350490484387,0.606685431808233,0.0284438064461574,0.1,115,0.0284438064461574,0.0356045678220689,114,50.730155116681,184.5,NA,322.013877314815,145.700967029179,"PN-colim",-0.419496335316449,-1.04518261368759,-0.182657504081726,1.63028026592732,0.136324288,31.8574,5.04402231012899,1.98548913533597,3.05853317479302,-3.55982484171762,-2.30258509299405,-2.97367332794896,-3.26400266967158,-3.55982484171762,-3.33528133974645,3.92652050926525,-2.77814371878416,NA,4.98155635030459,"Subtropical",0.849364352258347,"P-lim"
"13","AMT",2018-10-02 05:00:00,2018,2,10,29.4883,-23.9324,"14",162.803738317757,7.08130081300813,22.9906542056075,1.742,0.246,0.0107,0,0,24.96,1.766681831,1.661640268,0.294435146,1.34333807,0.592929393,-0.001428229,-0.265816037,-0.704661642,0.205545026,0.094989009,40.211998,0.049668815,0.009903482,0.117067516,0.8710661,0.001962894,0.0616749517098069,0.0474807112310082,0.387589215114713,0.0557192812114954,0.1,147,0.0557192812114954,0.0494071325678378,140,45.1908264039468,197.6,NA,465.416643518519,239.885951119577,"PN-colim",-0.842101366816088,-0.846564298041165,0.217486025333405,0.46649231672287,0.11903041,29.4883,5.09254541594459,1.95745762148009,3.1350877944645,-2.88742903016279,-2.30258509299405,-2.78587739954543,-3.04743172976128,-2.88742903016279,-3.00766048124629,3.810894110575,-3.0023780076067,NA,5.48016360672852,"Subtropical",0.870456232418213,"PN-colim"
"14","AMT",2018-10-02 12:00:00,2018,2,10,28.6091,-24.3608,"15",191.424851190476,7.57694815072363,25.2418154761905,1.94333333333333,0.255,0.0103533333333333,0,0,26.19,2.08051634,1.690012019,0.54895299,1.657383896,0.672643918,0.021232562,-0.265816037,-0.677929292,0.183521876,0.068109849,39.157997,0.053727884,0.0056115044,0.09601511,0.89772165,0.0006517385,0.0616749517098069,0.0474807112310082,0.387589215114713,0.0557192812114954,0.1,147,0.0557192812114954,0.0494071325678378,140,45.1908264039468,197.6,NA,453.21755787037,229.092224051571,"PN-colim",-0.842101366816088,-0.846564298041165,0.217486025333405,0.46649231672287,0.0966668485,28.6091,5.2544953096212,2.02511049994359,3.22850196361998,-2.88742903016279,-2.30258509299405,-2.78587739954543,-3.04743172976128,-2.88742903016279,-3.00766048124629,3.810894110575,-2.92382315711257,NA,5.43412464759827,"Subtropical",0.877906936138464,"PN-colim"
"15","AMT",2018-10-03 05:00:00,2018,3,10,26.2038,-25.521,"16",178.086419753086,6.67052023121387,26.6975308641975,1.92333333333333,0.288333333333333,0.0108,0,0,25.19,1.064504027,1.151520144,0.161372497,0.043211347,0.488837843,0.193746149,-0.265816037,-0.673539689,0.43672458,0.131268534,47.114,0.05658769,0.0064781657,0.1155414,0.8698813,0.008099205,0.0764924173392355,0.153580920271575,1.26406161850691,0.0558126482609659,0.1,151,0.0558126482609659,0.0414019668530673,135,28.1486545061641,207.68333,NA,545.300925925926,345.223738145941,"PN-colim",-0.851600405322388,-0.916502071425319,2.65427196121216,0.100859770774841,0.123640605,26.2038,5.18226893670386,1.89769785257027,3.28457108413359,-2.88575476393746,-2.30258509299405,-2.57056366281089,-1.87352768296606,-2.88575476393746,-3.18442689075117,3.33749955614903,-2.87196380859371,NA,5.84419272320054,"Subtropical",0.897229085923943,"P-lim"
"16","AMT",2018-10-03 12:00:00,2018,3,10,25.179,-26.0059,"17",210.60175874443,5.14016178919819,55.2972944875228,1.98416666666667,0.501666666666666,0.00961,0,0,25.48,1.371444325,1.174620719,0.482303099,0.256544105,0.236073244,0.135891579,-0.265816037,-0.686708727,0.553676455,0.129817865,42.302,0.047380388,0.0075996504,0.16581027,0.7993695,0.027220475,0.0691221668981016,0.165185521803796,1.46626357322931,0.035665362440981,0.1,150,0.035665362440981,0.05468067185767,125,34.971726445399,223.73334,NA,489.606481481482,291.263408748501,"PN-colim",-0.515965127198026,-0.840007951900363,2.83323527956009,-0.926329041481019,0.193030745,25.179,5.34996895077816,1.6370845554694,4.0127239830552,-3.33357530093223,-2.30258509299405,-2.67187980517881,-1.80068606214876,-3.33357530093223,-2.90624498011939,3.55453991918462,-3.0495468911757,NA,5.67422804244163,"Subtropical",0.904983047947992,"P-lim"
"17","AMT",2018-10-04 05:00:00,2018,4,10,22.5997,-27.2135,"18",158.675799086758,6.23318385650224,25.4566210045662,2.31666666666667,0.371666666666667,0.0146,0,0,25.81,0.532898188,0.733742075,0.298175696,-0.246049884,0.373609602,-0.017129122,-0.265816037,-0.670495926,0.371813455,0.142968361,48.128,0.09213145,0.011930302,0.13352479,0.77394086,0.08060403,0.0531762551832944,0.0804565559886396,1.50005631065369,0.0630882251169533,0.1,135,0.0630882251169533,0.0117277002194896,113,34.1568028195439,233.86667,NA,557.037037037037,289.654055189561,"Fe-lim",-0.997683901651762,-0.846152697321027,3.41457563924789,-0.707612435102463,0.21412882,22.5997,5.06686312117644,1.82988725466462,3.23697586651182,-2.76322113355255,-2.30258509299405,-2.93414331341101,-2.52003791739551,-2.76322113355255,-4.44580169525853,3.53096177026451,-2.38453891735495,NA,5.66868729775383,"Subtropical",0.92321222926593,"P-lim"
"18","AMT",2018-10-04 14:00:00,2018,4,10,21.4462,-27.7403,"19",163.690476190476,6.6425120772947,24.6428571428571,2.29166666666667,0.345,0.014,0,0,26.12,0.21043325,0.661994341,0.252543275,-0.492911563,0.31637155,0.062637058,-0.265816037,-0.670877115,0.33046061,0.157787861,49.028,0.084738694,0.011919023,0.14723392,0.7495572,0.09128984,0.0344219240415841,0.0514806148633361,0.9481626342237,0.11826251206873,0.1,103,0.11826251206873,0.0257611040256452,95,48.4245319031552,231.13333,NA,567.453703703704,242.211383177714,"Fe-lim",-1.86643908907403,-0.610149263343774,4.99534223842621,1.39832795190811,0.23852376,21.4462,5.0979773042514,1.8934902168353,3.2044870874161,-2.13484844690123,-2.30258509299405,-3.36906159081902,-2.96654995259329,-2.13484844690123,-3.65888952052597,3.88000654281692,-2.46818294575049,NA,5.48981082909679,"Subtropical",0.930761297696165,"P-lim"
"19","AMT",2018-10-05 05:00:00,2018,5,10,19.0778,-28.8167,"20",95.8558558558557,6.40963855421685,14.954954954955,1.77333333333333,0.276666666666667,0.0185,0,0,26.2,0.108931783,0.552283007,0.283558759,-0.673265255,0.20748636,0.163146543,-0.265816037,-0.639442581,0.510199975,0.131328957,49.809998,0.081199065,0.009793523,0.046545614,0.72261757,0.22104324,0.0410584637392312,0.0253089044904336,0.337512712642551,0.0851859384356067,0.1,85,0.0851859384356067,0.0353872955190018,74,42.3203361475193,224.86667,NA,576.504606481481,272.349293310198,"Fe-lim",-1.32758771945071,-0.620148422986153,4.11870737171173,5.58770164775849,0.267588854,19.0778,4.5628455615833,1.85780288154504,2.70504268003826,-2.46291890060337,-2.30258509299405,-3.19275828311247,-3.67659898902708,-2.46291890060337,-3.34140240690057,3.74526773051281,-2.51085154665913,NA,5.60708540904092,"Subtropical",0.945075626082412,"P-lim"
"20","AMT",2018-10-05 14:00:00,2018,5,10,17.7418,-28.9299,"21",151.553672316384,6.79113924050633,22.3163841807909,1.78833333333333,0.263333333333333,0.0118,0,0,26.78,0.233854057,0.501545247,0.404358624,-0.942218461,-0.020359455,0.030062494,-0.247806601,-0.556813071,0.543211067,0.219279216,51.878,0.106719464,0.008791673,0.03932443,0.7124419,0.23944204,0.0565810349956155,0.0218650507377461,0.218597819767892,0.0593239571657032,0.1,78,0.0593239571657032,0.0551206830497831,59,35.0367805121002,219.81667,NA,600.439814814815,296.518473665882,"Fe-lim",-0.894062631601468,-0.861054977407213,2.31968484020233,5.33605539608002,0.27876647,17.7418,5.02093983492507,1.91561870960373,3.10532112532134,-2.82474205514261,-2.30258509299405,-2.87208142067059,-3.82286577361933,-2.82474205514261,-2.89823026030375,3.55639838148449,-2.23755171931619,NA,5.69210952228398,"Subtropical",0.952439421152894,"P-lim"
"21","AMT",2018-10-06 05:00:00,2018,6,10,15.0761,-28.6126,"22",133.473684210526,6.00947867298578,22.2105263157895,2.536,0.422,0.019,0,0,27.08,0.420500279,0.50540632,0.21430657,-0.974693775,-0.041992032,0.003766264,-0.246199007,-0.537369123,0.361675555,0.288561217,51.044,0.139366984367371,0.009642963,8.654907e-05,0.5169214,0.4733491,0.0729730605818331,0.0312878776313737,0.294894287288189,0.0153343515614979,0.1,38,0.0153343515614979,0.0795295492075384,48,32.6926936764424,214.56667,NA,590.787037037037,283.837556405994,"PN-colim",-0.165820075776428,-1.06390570246987,-0.750286093711857,3.32413599300385,0.47343564907,15.0761,4.89390433639068,1.7933380015211,3.10056633486957,-4.1776597671813,-2.30258509299405,-2.6176649390688,-3.46452455257679,-4.1776597671813,-2.53162663823564,3.48715161796672,-1.97064464968709,NA,5.64840209002974,"Subtropical",0.965581212086978,"P-lim"
"22","AMT",2018-10-06 14:00:00,2018,6,10,13.8118,-28.2938,"23",168.73417721519,6.47087378640777,26.0759493670886,2.666,0.412,0.0158,0,0,27.85,1.127724688,0.872693335,0.191503755,-0.556683921,0.097010397,-0.028030672,-0.265816037,-0.572401815,0.389008738,0.216880525,51.9,0.142272770404816,0.03268041,9.925161e-06,0.27903476,0.68827486,0.061992718487978,0.0772185254953802,0.295908179327846,0.01,0.157967837072909,35,0.00840859215869568,0.157967837072909,46,25.2018295183315,215.98334,NA,600.694444444444,333.035720201746,"PN-colim",0.0234303625337779,-0.867429463514127,-0.358520676612859,1.60198105430603,0.688284785161,13.8118,5.12832456070573,1.86731115138913,3.26101340931661,-4.60517018598809,-1.84536382950659,-2.78073834457639,-2.56111588318228,-4.7785012198789,-1.84536382950659,3.22691659181592,-1.95000914564146,NA,5.80824975210077,"Tropical",0.971085133622999,"P-lim"
"23","AMT",2018-10-07 05:00:00,2018,7,10,11.447,-27.709,"24",181.298449612403,6.11437908496732,29.6511627906977,4.6775,0.765,0.0258,0,0,28.1,0.677776294,0.668917406,0.037676529,-0.923886701,0.057279783,-0.033061135,-0.2402021,-0.49585287,0.215731023,0.315850814,43.878,0.138223335146904,0.062665835,2.5255418e-05,0.20158774,0.7357212,0.032402902783826,0.308751178219914,0.816360394030809,0.0149304199004546,0.177489367999136,24,0.0149304199004546,0.177489367999136,33,18.3943374824798,232.58333,NA,507.847222222222,327.253561964004,"PN-colim",-0.0613973504081368,-0.250167811783031,-1.36319654846191,-0.866633892059326,0.735746455418,11.447,5.20014456622067,1.81064322432171,3.38950134189896,-4.2043545432147,-1.72884457045707,-3.42950726810359,-1.17521957495034,-4.2043545432147,-1.72884457045707,2.91204287173417,-1.97888453134575,NA,5.79073528926554,"Tropical",0.98010870557287,"P-lim"
"24","AMT",2018-10-07 14:00:00,2018,7,10,10.0643,-27.283,"25",149.854651162791,6.69480519480519,22.3837209302326,2.5775,0.385,0.0172,0,0,28.83,1.281410016,0.887216595,0.379467124,-0.463291518,0.150255976,0.069995364,-0.243046755,-0.553169262,0.569996168,0.198390316,44.851997,0.125464722514152,0.07295244,4.581453e-05,0.2263913,0.7006104,0.0250425162417814,0.237733165718615,1.07106471776962,0.0262720916233957,0.179954824991524,25,0.0262720916233957,0.179954824991524,32,17.9994607347152,241.01666,NA,519.120335648148,342.903728380315,"PN-colim",-0.240398640982807,-0.327680267731659,-1.88926970100403,-1.01640229797363,0.70065621453,10.0643,5.00966583207171,1.90133188160333,3.10833395046838,-3.63924805822598,-1.71504943186005,-3.68718024890988,-1.43660638671501,-3.63924805822598,-1.71504943186005,2.89034179826489,-2.07573065542981,NA,5.83744973249321,"Tropical",0.984612256805269,"P-lim"
"25","AMT",2018-10-08 05:00:00,2018,8,10,7.4713,-26.6501,"27",126.963906581741,5.6150234741784,22.6114649681529,1.99333333333333,0.355,0.0157,0,0,28.77,1.409582917,1.479247347,0.670516072,0.229376929,0.248111612,0.271589341,-0.265816037,-0.470551932,0.672519025,0.158324686,31.07,0.135963872075081,0.00621539,0.00026930767,0.6495692,0.34394607,0.015116910057608,0.062663543773815,2.00258415859938,0.0402173092011362,0.115556630566716,35,0.0402173092011362,0.115556630566716,50,16.4969876295721,265.98334,NA,359.606481481482,242.266736017549,"PN-colim",-0.527920316651464,-0.324457749646157,-1.60818720817566,-1.99601711082459,0.34421537767,7.4713,4.8439028459223,1.72544576880115,3.11845707712115,-3.21345779888621,-2.15799456124501,-4.19194129038467,-2.76997543945859,-3.21345779888621,-2.15799456124501,2.80317779633426,-1.99536607504313,NA,5.49003933411232,"Tropical",0.991510118798275,"P-lim"
"26","AMT",2018-10-08 14:00:00,2018,8,10,6.2556,-26.3812,"28",170.623501199041,6.58796296296297,25.8992805755396,2.37166666666667,0.36,0.0139,0,0,28.7,1.408803659,1.298593577,0.877636751,0.117038445,0.208694387,0.344957964,-0.265816037,-0.397150153,0.700537289,0.128126831,27.627998,0.12475761026144,0.0026223478,0.00036828694,0.62803096,0.36897838,0.00817414772137999,0.0201620673565194,1.85313158065081,0.0165409652465023,0.1,51,0.0165409652465023,0.0367075568167493,53,14.9023501308294,265.75,NA,319.76849537037,225.961973293988,"N-lim",-0.227947887127288,-0.232387629888486,-0.898090650558473,-2.178082529068,0.36934666694,6.2556,5.1394593817192,1.88524419040569,3.25421519131351,-4.10191523277605,-2.30258509299405,-4.80677882189912,-3.9039522935902,-4.10191523277605,-3.30477263730439,2.70151892741513,-2.08138254211146,NA,5.42036672535391,"Tropical",0.994045692996015,"P-lim"
"27","AMT",2018-10-09 05:00:00,2018,9,10,3.8078,-25.8358,"29",153.118279569892,6.16450216450216,24.8387096774194,2.37333333333333,0.385,0.0155,0,0,28.43,1.36165815,1.378959123,0.780390685,0.63293267,0.315394554,0.302434789,-0.265816037,-0.309743715,0.540609551,0.109732082,49.016,0.08736693,0.010021108,0.00018561233,0.5028656,0.48692772,0.0167370387855917,0.0501680350285024,1.76796477144957,0.024115602966398,0.1,73,0.024115602966398,0.0581501538101584,53,31.1444707288474,265.95,1.88043556408957,567.314814814815,314.036305699243,"N-lim",-0.32769949365221,-0.435331822503358,1.84739574909211,-0.59663493347168,0.48711333233,3.8078,5.03121069181271,1.81880738145013,3.21240331036258,-3.7248962219837,-2.30258509299405,-4.09013112409706,-2.99237720751765,-3.7248962219837,-2.84472675496235,3.43863672478574,-2.43763844320868,0.631503433033855,5.7495086024704,"Tropical",0.997792436803382,"PN-colim"
